n,e,pop
6424000,358000,95
6425000,358000,22
6426000,358000,29
6427000,358000,20
6428000,358000,12
6429000,358000,57
6430000,358000,61
6431000,358000,35
6432000,358000,3
6433000,358000,5
6434000,358000,3
6439000,358000,44
6440000,358000,30
6442000,358000,3
6443000,358000,17
6444000,358000,8
6445000,358000,14
6446000,358000,32
6447000,358000,23
6448000,358000,7
6450000,358000,3
6451000,358000,0
6452000,358000,21
6453000,358000,10
6454000,358000,10
6455000,358000,9
6456000,358000,15
6457000,358000,18
6458000,358000,10
6459000,358000,13
6460000,358000,0
6464000,358000,0
6465000,358000,7
6466000,358000,7
6467000,358000,15
6468000,358000,3
6469000,358000,17
6470000,358000,12
6475000,358000,10
6476000,358000,54
6495000,358000,3
6496000,358000,7
6497000,358000,6
6498000,358000,0
6499000,358000,4
6500000,358000,9
6501000,358000,3
6502000,358000,3
6504000,358000,32
6505000,358000,0
6524000,358000,7
6525000,358000,4
6526000,358000,5
6527000,358000,4
6528000,358000,11
6529000,358000,4
6530000,358000,5
6532000,358000,9
6533000,358000,0
6534000,358000,5
6535000,358000,0
6536000,358000,4
6537000,358000,4
6538000,358000,3
6539000,358000,5
6540000,358000,3
6541000,358000,3
6543000,358000,0
6554000,358000,0
6555000,358000,3
6558000,358000,3
6559000,358000,0
6560000,358000,3
6561000,358000,3
6563000,358000,3
6566000,358000,4
6567000,358000,8
6583000,358000,4
6585000,358000,0
6586000,358000,3
6601000,358000,0
6602000,358000,3
6606000,358000,12
6607000,358000,7
6612000,358000,18
6616000,358000,3
6617000,358000,52
6618000,358000,47
6620000,358000,8
6622000,358000,0
6623000,358000,22
6624000,358000,36
6625000,358000,7
6626000,358000,31
6627000,358000,3
6641000,358000,7
6647000,358000,4
6851000,358000,0
6889000,358000,0
6940000,358000,3
6207000,359000,544
6208000,359000,1694
6209000,359000,437
6210000,359000,2338
6211000,359000,2722
6212000,359000,2086
6213000,359000,4062
6214000,359000,417
6215000,359000,2763
6216000,359000,515
6217000,359000,65
6218000,359000,125
6219000,359000,1126
6220000,359000,587
6221000,359000,0
6222000,359000,4
6223000,359000,23
6224000,359000,0
6226000,359000,7
6227000,359000,3
6228000,359000,3
6230000,359000,5
6231000,359000,12
6233000,359000,263
6234000,359000,0
6249000,359000,26
6250000,359000,24
6251000,359000,52
6252000,359000,21
6253000,359000,96
6254000,359000,13
6255000,359000,9
6256000,359000,26
6257000,359000,27
6258000,359000,62
6259000,359000,12
6284000,359000,49
6285000,359000,184
6286000,359000,108
6287000,359000,17
6288000,359000,144
6289000,359000,27
6290000,359000,15
6291000,359000,19
6292000,359000,23
6293000,359000,25
6294000,359000,13
6295000,359000,6
6296000,359000,17
6297000,359000,7
6298000,359000,5
6299000,359000,4
6300000,359000,9
6301000,359000,22
6302000,359000,4
6303000,359000,654
6304000,359000,51
6305000,359000,12
6306000,359000,21
6307000,359000,8
6308000,359000,8
6309000,359000,34
6310000,359000,25
6311000,359000,3
6313000,359000,3
6314000,359000,3
6315000,359000,16
6316000,359000,19
6317000,359000,31
6318000,359000,17
6319000,359000,8
6320000,359000,5
6321000,359000,3
6322000,359000,26
6323000,359000,9
6324000,359000,15
6325000,359000,61
6326000,359000,26
6327000,359000,30
6328000,359000,18
6329000,359000,7
6330000,359000,3
6331000,359000,3
6332000,359000,9
6334000,359000,0
6336000,359000,9
6337000,359000,3
6339000,359000,12
6340000,359000,12
6341000,359000,13
6342000,359000,6
6343000,359000,17
6344000,359000,21
6345000,359000,8
6346000,359000,22
6347000,359000,3
6349000,359000,0
6350000,359000,12
6351000,359000,6
6352000,359000,0
6353000,359000,4
6354000,359000,0
6355000,359000,4
6356000,359000,8
6357000,359000,3
6359000,359000,8
6360000,359000,0
6361000,359000,4
6362000,359000,28
6363000,359000,0
6364000,359000,35
6365000,359000,0
6366000,359000,13
6368000,359000,4
6369000,359000,3
6371000,359000,31
6372000,359000,131
6373000,359000,217
6374000,359000,789
6375000,359000,915
6376000,359000,14
6377000,359000,5
6378000,359000,52
6382000,359000,5
6383000,359000,7
6384000,359000,6
6386000,359000,12
6387000,359000,16
6390000,359000,6
6391000,359000,3
6393000,359000,4
6395000,359000,16
6396000,359000,18
6397000,359000,4
6398000,359000,3
6399000,359000,4
6400000,359000,24
6401000,359000,3
6403000,359000,5
6404000,359000,5
6405000,359000,4
6406000,359000,3
6407000,359000,22
6408000,359000,377
6409000,359000,3
6410000,359000,3
6411000,359000,25
6412000,359000,5
6413000,359000,8
6414000,359000,5
6415000,359000,16
6416000,359000,15
6417000,359000,5
6418000,359000,33
6419000,359000,0
6421000,359000,7
6424000,359000,0
6425000,359000,3
6426000,359000,8
6427000,359000,56
6428000,359000,6
6429000,359000,9
6430000,359000,18
6431000,359000,42
6432000,359000,7
6434000,359000,39
6439000,359000,4
6440000,359000,34
6441000,359000,9
6442000,359000,0
6443000,359000,94
6444000,359000,3
6445000,359000,53
6446000,359000,8
6447000,359000,16
6448000,359000,17
6451000,359000,0
6452000,359000,7
6453000,359000,8
6454000,359000,3
6455000,359000,16
6456000,359000,9
6457000,359000,5
6458000,359000,8
6459000,359000,14
6460000,359000,18
6464000,359000,0
6465000,359000,6
6466000,359000,3
6467000,359000,12
6468000,359000,7
6469000,359000,76
6470000,359000,3
6471000,359000,4
6477000,359000,8
6478000,359000,18
6479000,359000,3
6496000,359000,3
6497000,359000,20
6499000,359000,5
6500000,359000,8
6501000,359000,5
6502000,359000,14
6523000,359000,4
6524000,359000,3
6525000,359000,9
6526000,359000,4
6527000,359000,10
6529000,359000,40
6530000,359000,12
6532000,359000,10
6535000,359000,0
6537000,359000,5
6540000,359000,12
6549000,359000,0
6551000,359000,3
6552000,359000,11
6556000,359000,0
6560000,359000,7
6561000,359000,39
6562000,359000,135
6563000,359000,8
6564000,359000,6
6565000,359000,18
6566000,359000,17
6567000,359000,14
6568000,359000,4
6569000,359000,4
6570000,359000,4
6579000,359000,3
6581000,359000,3
6605000,359000,22
6606000,359000,30
6607000,359000,4
6610000,359000,7
6611000,359000,10
6612000,359000,7
6615000,359000,32
6616000,359000,3
6617000,359000,530
6618000,359000,18
6620000,359000,5
6621000,359000,8
6622000,359000,3
6623000,359000,35
6624000,359000,27
6625000,359000,11
6626000,359000,14
6627000,359000,0
6638000,359000,3
6639000,359000,16
6643000,359000,3
6644000,359000,3
6645000,359000,0
6648000,359000,3
6765000,359000,0
6883000,359000,13
6884000,359000,33
6885000,359000,4
6887000,359000,12
6888000,359000,0
6889000,359000,3
6939000,359000,3
6201000,360000,63
6202000,360000,0
6203000,360000,891
6204000,360000,1607
6205000,360000,799
6206000,360000,29
6208000,360000,855
6209000,360000,2059
6210000,360000,612
6211000,360000,1382
6212000,360000,1084
6213000,360000,248
6214000,360000,6
6215000,360000,8
6217000,360000,35
6218000,360000,622
6219000,360000,2535
6220000,360000,793
6221000,360000,75
6222000,360000,42
6223000,360000,7
6224000,360000,8
6225000,360000,37
6228000,360000,13
6230000,360000,17
6231000,360000,5
6232000,360000,20
6233000,360000,58
6246000,360000,9
6247000,360000,44
6248000,360000,76
6249000,360000,13
6250000,360000,14
6251000,360000,61
6252000,360000,9
6253000,360000,90
6254000,360000,311
6255000,360000,35
6256000,360000,58
6257000,360000,26
6258000,360000,3
6259000,360000,3
6260000,360000,0
6279000,360000,3
6280000,360000,26
6282000,360000,44
6283000,360000,302
6284000,360000,111
6285000,360000,49
6286000,360000,182
6287000,360000,38
6288000,360000,41
6289000,360000,4
6290000,360000,207
6291000,360000,577
6293000,360000,11
6294000,360000,23
6295000,360000,4
6296000,360000,10
6297000,360000,15
6298000,360000,21
6299000,360000,105
6300000,360000,22
6301000,360000,7
6302000,360000,28
6303000,360000,46
6304000,360000,11
6305000,360000,14
6307000,360000,0
6308000,360000,14
6309000,360000,31
6310000,360000,12
6311000,360000,0
6315000,360000,3
6316000,360000,27
6317000,360000,7
6318000,360000,3
6322000,360000,16
6323000,360000,8
6324000,360000,9
6325000,360000,83
6326000,360000,37
6331000,360000,0
6332000,360000,4
6334000,360000,12
6335000,360000,8
6336000,360000,7
6337000,360000,3
6338000,360000,11
6340000,360000,5
6341000,360000,0
6342000,360000,3
6343000,360000,6
6344000,360000,6
6345000,360000,15
6346000,360000,7
6347000,360000,14
6348000,360000,3
6351000,360000,3
6352000,360000,3
6354000,360000,7
6355000,360000,8
6356000,360000,7
6357000,360000,16
6358000,360000,12
6360000,360000,6
6361000,360000,15
6362000,360000,267
6363000,360000,117
6364000,360000,3
6365000,360000,13
6366000,360000,0
6367000,360000,20
6368000,360000,11
6369000,360000,3
6370000,360000,3
6371000,360000,48
6372000,360000,27
6373000,360000,122
6374000,360000,0
6375000,360000,690
6376000,360000,638
6377000,360000,98
6378000,360000,10
6379000,360000,9
6380000,360000,16
6381000,360000,3
6383000,360000,27
6384000,360000,0
6385000,360000,0
6386000,360000,7
6387000,360000,15
6390000,360000,3
6391000,360000,3
6393000,360000,5
6394000,360000,4
6395000,360000,9
6396000,360000,16
6397000,360000,3
6398000,360000,8
6400000,360000,5
6401000,360000,13
6402000,360000,4
6403000,360000,0
6405000,360000,4
6406000,360000,5
6408000,360000,43
6409000,360000,5
6411000,360000,8
6412000,360000,7
6413000,360000,31
6414000,360000,9
6415000,360000,17
6416000,360000,0
6417000,360000,4
6425000,360000,3
6427000,360000,37
6428000,360000,19
6429000,360000,0
6430000,360000,9
6431000,360000,0
6432000,360000,29
6433000,360000,310
6434000,360000,47
6435000,360000,15
6436000,360000,39
6440000,360000,27
6442000,360000,0
6443000,360000,82
6444000,360000,38
6446000,360000,4
6447000,360000,8
6448000,360000,25
6451000,360000,4
6453000,360000,5
6454000,360000,3
6455000,360000,22
6456000,360000,8
6457000,360000,7
6459000,360000,8
6460000,360000,16
6461000,360000,4
6464000,360000,16
6466000,360000,0
6467000,360000,10
6468000,360000,17
6469000,360000,19
6470000,360000,3
6471000,360000,4
6472000,360000,0
6478000,360000,13
6479000,360000,32
6480000,360000,11
6481000,360000,21
6497000,360000,3
6498000,360000,0
6499000,360000,3
6500000,360000,5
6501000,360000,11
6503000,360000,0
6529000,360000,4
6530000,360000,23
6531000,360000,5
6532000,360000,0
6535000,360000,3
6537000,360000,0
6541000,360000,0
6543000,360000,15
6544000,360000,16
6550000,360000,3
6552000,360000,3
6560000,360000,3
6561000,360000,79
6562000,360000,204
6563000,360000,9
6564000,360000,14
6565000,360000,7
6566000,360000,11
6570000,360000,14
6571000,360000,9
6572000,360000,7
6573000,360000,4
6575000,360000,5
6578000,360000,3
6579000,360000,4
6580000,360000,3
6581000,360000,8
6603000,360000,9
6604000,360000,11
6605000,360000,17
6606000,360000,36
6609000,360000,12
6610000,360000,25
6611000,360000,8
6613000,360000,0
6614000,360000,25
6615000,360000,10
6616000,360000,56
6617000,360000,71
6618000,360000,3
6623000,360000,5
6624000,360000,9
6625000,360000,3
6632000,360000,4
6636000,360000,0
6638000,360000,4
6639000,360000,5
6640000,360000,19
6641000,360000,18
6643000,360000,6
6645000,360000,12
6650000,360000,0
6652000,360000,8
6740000,360000,0
6758000,360000,3
6759000,360000,5
6765000,360000,0
6883000,360000,7
6885000,360000,10
6937000,360000,3
6938000,360000,0
6139000,361000,3
6200000,361000,28
6201000,361000,95
6202000,361000,34
6203000,361000,642
6204000,361000,2355
6205000,361000,475
6206000,361000,21
6207000,361000,8
6208000,361000,7
6209000,361000,58
6211000,361000,83
6214000,361000,4
6218000,361000,3
6219000,361000,3
6220000,361000,61
6221000,361000,27
6222000,361000,9
6223000,361000,46
6224000,361000,55
6225000,361000,3
6228000,361000,30
6229000,361000,69
6230000,361000,121
6231000,361000,10
6232000,361000,79
6233000,361000,3
6242000,361000,116
6243000,361000,443
6244000,361000,177
6245000,361000,57
6246000,361000,16
6247000,361000,20
6248000,361000,52
6249000,361000,8
6250000,361000,25
6251000,361000,24
6252000,361000,8
6253000,361000,14
6254000,361000,44
6255000,361000,9
6256000,361000,37
6257000,361000,23
6258000,361000,27
6259000,361000,41
6260000,361000,7
6280000,361000,327
6281000,361000,52
6282000,361000,560
6283000,361000,1036
6284000,361000,112
6285000,361000,32
6286000,361000,1158
6287000,361000,487
6288000,361000,0
6289000,361000,16
6290000,361000,57
6291000,361000,834
6293000,361000,9
6294000,361000,8
6295000,361000,33
6296000,361000,12
6297000,361000,18
6298000,361000,362
6299000,361000,823
6300000,361000,61
6301000,361000,8
6302000,361000,4
6303000,361000,4
6304000,361000,14
6305000,361000,0
6306000,361000,15
6307000,361000,10
6308000,361000,9
6309000,361000,3
6310000,361000,31
6311000,361000,11
6312000,361000,36
6315000,361000,3
6316000,361000,17
6318000,361000,18
6321000,361000,4
6322000,361000,4
6323000,361000,24
6324000,361000,8
6326000,361000,0
6327000,361000,0
6333000,361000,23
6334000,361000,183
6335000,361000,173
6336000,361000,3
6337000,361000,4
6339000,361000,3
6340000,361000,9
6342000,361000,0
6345000,361000,12
6351000,361000,3
6352000,361000,3
6353000,361000,3
6355000,361000,3
6356000,361000,7
6357000,361000,0
6358000,361000,6
6360000,361000,0
6361000,361000,25
6362000,361000,9
6363000,361000,37
6364000,361000,12
6365000,361000,27
6366000,361000,9
6367000,361000,11
6368000,361000,28
6369000,361000,3
6370000,361000,0
6371000,361000,3
6372000,361000,20
6373000,361000,369
6374000,361000,473
6375000,361000,160
6376000,361000,1694
6377000,361000,130
6379000,361000,10
6380000,361000,40
6381000,361000,261
6382000,361000,11
6383000,361000,7
6384000,361000,14
6386000,361000,3
6387000,361000,3
6390000,361000,4
6392000,361000,11
6393000,361000,12
6395000,361000,23
6396000,361000,0
6397000,361000,4
6398000,361000,18
6399000,361000,23
6400000,361000,33
6401000,361000,13
6402000,361000,3
6403000,361000,11
6404000,361000,5
6405000,361000,32
6406000,361000,16
6409000,361000,3
6410000,361000,7
6412000,361000,13
6413000,361000,4
6414000,361000,3
6417000,361000,16
6418000,361000,8
6421000,361000,3
6422000,361000,4
6427000,361000,28
6428000,361000,73
6429000,361000,7
6430000,361000,20
6431000,361000,18
6432000,361000,52
6433000,361000,71
6435000,361000,44
6436000,361000,95
6437000,361000,14
6440000,361000,6
6441000,361000,9
6442000,361000,17
6443000,361000,3
6444000,361000,5
6447000,361000,9
6448000,361000,76
6449000,361000,3
6451000,361000,13
6452000,361000,16
6453000,361000,7
6455000,361000,4
6456000,361000,10
6459000,361000,14
6460000,361000,8
6461000,361000,31
6462000,361000,30
6463000,361000,9
6464000,361000,5
6465000,361000,27
6466000,361000,6
6467000,361000,16
6468000,361000,13
6469000,361000,3
6470000,361000,4
6471000,361000,9
6472000,361000,11
6481000,361000,13
6482000,361000,0
6500000,361000,11
6501000,361000,14
6502000,361000,12
6503000,361000,3
6528000,361000,8
6529000,361000,19
6530000,361000,0
6533000,361000,0
6534000,361000,0
6535000,361000,10
6536000,361000,8
6538000,361000,0
6539000,361000,5
6540000,361000,13
6541000,361000,4
6542000,361000,13
6543000,361000,8
6544000,361000,4
6549000,361000,8
6550000,361000,14
6551000,361000,0
6554000,361000,0
6559000,361000,8
6560000,361000,16
6561000,361000,4
6562000,361000,3
6563000,361000,6
6564000,361000,24
6565000,361000,8
6566000,361000,0
6570000,361000,3
6571000,361000,6
6573000,361000,3
6578000,361000,0
6579000,361000,3
6580000,361000,4
6591000,361000,3
6602000,361000,18
6603000,361000,40
6604000,361000,22
6605000,361000,18
6606000,361000,28
6607000,361000,14
6608000,361000,6
6610000,361000,3
6612000,361000,32
6613000,361000,21
6614000,361000,5
6615000,361000,11
6616000,361000,35
6617000,361000,51
6618000,361000,11
6619000,361000,10
6620000,361000,3
6621000,361000,13
6623000,361000,3
6624000,361000,23
6625000,361000,17
6626000,361000,8
6627000,361000,22
6628000,361000,8
6629000,361000,7
6631000,361000,5
6632000,361000,18
6633000,361000,3
6634000,361000,7
6635000,361000,19
6638000,361000,0
6639000,361000,3
6640000,361000,27
6641000,361000,52
6642000,361000,6
6643000,361000,10
6644000,361000,17
6645000,361000,16
6646000,361000,49
6647000,361000,18
6648000,361000,24
6650000,361000,3
6651000,361000,3
6663000,361000,3
6664000,361000,5
6731000,361000,6
6740000,361000,4
6741000,361000,5
6765000,361000,3
6866000,361000,3
6871000,361000,0
6877000,361000,0
6937000,361000,16
6938000,361000,38
6139000,362000,39
6140000,362000,485
6141000,362000,202
6195000,362000,9
6196000,362000,538
6197000,362000,637
6198000,362000,0
6199000,362000,4
6200000,362000,34
6201000,362000,355
6202000,362000,501
6203000,362000,20
6204000,362000,19
6205000,362000,53
6206000,362000,478
6207000,362000,280
6208000,362000,146
6209000,362000,1169
6210000,362000,76
6211000,362000,23
6212000,362000,43
6213000,362000,3
6214000,362000,11
6215000,362000,12
6216000,362000,28
6217000,362000,7
6218000,362000,11
6219000,362000,6
6220000,362000,213
6221000,362000,13
6222000,362000,30
6223000,362000,395
6224000,362000,541
6225000,362000,20
6226000,362000,8
6227000,362000,16
6230000,362000,15
6231000,362000,30
6232000,362000,193
6241000,362000,354
6242000,362000,961
6243000,362000,1016
6244000,362000,101
6245000,362000,31
6246000,362000,38
6247000,362000,32
6248000,362000,22
6249000,362000,21
6250000,362000,65
6251000,362000,360
6252000,362000,59
6253000,362000,15
6254000,362000,7
6255000,362000,11
6256000,362000,18
6257000,362000,7
6258000,362000,13
6259000,362000,32
6280000,362000,115
6281000,362000,255
6282000,362000,108
6283000,362000,53
6284000,362000,140
6285000,362000,46
6286000,362000,7
6288000,362000,6
6289000,362000,20
6290000,362000,32
6291000,362000,5
6292000,362000,26
6294000,362000,5
6295000,362000,41
6296000,362000,60
6297000,362000,15
6298000,362000,35
6299000,362000,443
6300000,362000,238
6301000,362000,10
6302000,362000,7
6303000,362000,8
6305000,362000,66
6306000,362000,26
6307000,362000,24
6308000,362000,4
6310000,362000,8
6317000,362000,10
6318000,362000,13
6322000,362000,18
6334000,362000,58
6335000,362000,348
6336000,362000,47
6337000,362000,4
6339000,362000,0
6342000,362000,4
6344000,362000,7
6345000,362000,5
6346000,362000,5
6347000,362000,13
6348000,362000,3
6353000,362000,0
6354000,362000,15
6357000,362000,21
6358000,362000,37
6360000,362000,24
6361000,362000,6
6362000,362000,17
6363000,362000,3
6364000,362000,22
6365000,362000,18
6367000,362000,3
6368000,362000,7
6369000,362000,8
6370000,362000,66
6371000,362000,262
6372000,362000,73
6373000,362000,434
6374000,362000,155
6375000,362000,702
6376000,362000,1674
6377000,362000,958
6378000,362000,3
6381000,362000,130
6382000,362000,37
6383000,362000,3
6384000,362000,13
6385000,362000,0
6387000,362000,16
6388000,362000,5
6389000,362000,7
6390000,362000,3
6391000,362000,38
6392000,362000,20
6393000,362000,6
6394000,362000,19
6395000,362000,46
6396000,362000,362
6397000,362000,162
6398000,362000,4
6399000,362000,18
6400000,362000,43
6401000,362000,8
6402000,362000,11
6404000,362000,13
6406000,362000,22
6407000,362000,0
6409000,362000,19
6411000,362000,21
6412000,362000,3
6413000,362000,22
6414000,362000,18
6418000,362000,5
6419000,362000,5
6420000,362000,14
6422000,362000,28
6423000,362000,3
6427000,362000,6
6428000,362000,54
6429000,362000,4
6430000,362000,4
6431000,362000,13
6432000,362000,27
6433000,362000,30
6434000,362000,0
6435000,362000,6
6436000,362000,16
6437000,362000,5
6438000,362000,9
6440000,362000,3
6442000,362000,14
6443000,362000,6
6444000,362000,33
6446000,362000,0
6447000,362000,8
6448000,362000,5
6449000,362000,8
6450000,362000,6
6451000,362000,19
6452000,362000,3
6453000,362000,8
6454000,362000,10
6455000,362000,6
6456000,362000,102
6457000,362000,206
6459000,362000,3
6460000,362000,16
6461000,362000,12
6462000,362000,26
6463000,362000,11
6464000,362000,31
6465000,362000,26
6466000,362000,14
6467000,362000,6
6468000,362000,18
6469000,362000,13
6470000,362000,5
6471000,362000,9
6472000,362000,4
6473000,362000,0
6474000,362000,3
6483000,362000,0
6501000,362000,10
6502000,362000,4
6503000,362000,14
6504000,362000,0
6527000,362000,3
6528000,362000,5
6529000,362000,7
6532000,362000,3
6534000,362000,12
6535000,362000,28
6536000,362000,5
6537000,362000,11
6538000,362000,4
6539000,362000,3
6540000,362000,9
6547000,362000,11
6548000,362000,4
6549000,362000,0
6550000,362000,3
6551000,362000,12
6553000,362000,0
6555000,362000,3
6559000,362000,24
6561000,362000,16
6562000,362000,3
6563000,362000,9
6564000,362000,25
6565000,362000,27
6566000,362000,17
6567000,362000,4
6568000,362000,10
6569000,362000,13
6570000,362000,3
6571000,362000,8
6601000,362000,0
6602000,362000,15
6603000,362000,73
6604000,362000,110
6605000,362000,3
6606000,362000,11
6607000,362000,15
6611000,362000,4
6612000,362000,91
6613000,362000,53
6614000,362000,68
6615000,362000,79
6616000,362000,523
6617000,362000,17
6618000,362000,15
6619000,362000,32
6620000,362000,15
6621000,362000,38
6622000,362000,3
6623000,362000,3
6624000,362000,28
6625000,362000,25
6626000,362000,13
6627000,362000,38
6628000,362000,28
6629000,362000,43
6630000,362000,19
6632000,362000,19
6633000,362000,20
6634000,362000,28
6635000,362000,8
6636000,362000,16
6637000,362000,49
6638000,362000,17
6639000,362000,32
6640000,362000,25
6644000,362000,7
6647000,362000,6
6649000,362000,0
6651000,362000,3
6662000,362000,8
6686000,362000,0
6731000,362000,9
6759000,362000,0
6850000,362000,15
6851000,362000,25
6865000,362000,0
6880000,362000,5
6936000,362000,5
6937000,362000,14
6938000,362000,13
6993000,362000,0
6140000,363000,373
6141000,363000,1065
6142000,363000,1146
6143000,363000,348
6193000,363000,1143
6194000,363000,999
6195000,363000,1462
6196000,363000,2667
6197000,363000,845
6198000,363000,59
6199000,363000,20
6200000,363000,29
6201000,363000,1086
6202000,363000,360
6203000,363000,23
6204000,363000,7
6205000,363000,20
6206000,363000,563
6207000,363000,195
6208000,363000,307
6209000,363000,997
6210000,363000,50
6211000,363000,1057
6212000,363000,408
6213000,363000,32
6214000,363000,28
6215000,363000,42
6216000,363000,60
6217000,363000,34
6218000,363000,9
6219000,363000,20
6220000,363000,10
6221000,363000,41
6222000,363000,61
6223000,363000,46
6224000,363000,0
6225000,363000,9
6226000,363000,6
6227000,363000,4
6228000,363000,46
6229000,363000,8
6231000,363000,34
6240000,363000,18
6241000,363000,312
6242000,363000,158
6243000,363000,92
6244000,363000,15
6245000,363000,25
6246000,363000,32
6247000,363000,37
6248000,363000,10
6249000,363000,83
6250000,363000,55
6251000,363000,145
6252000,363000,290
6253000,363000,9
6254000,363000,54
6255000,363000,15
6256000,363000,64
6257000,363000,17
6258000,363000,8
6279000,363000,0
6280000,363000,457
6281000,363000,2023
6282000,363000,924
6283000,363000,32
6284000,363000,9
6285000,363000,4
6286000,363000,18
6287000,363000,30
6288000,363000,9
6290000,363000,28
6291000,363000,28
6292000,363000,3
6293000,363000,6
6294000,363000,41
6295000,363000,11
6296000,363000,15
6297000,363000,3
6298000,363000,22
6299000,363000,46
6300000,363000,12
6301000,363000,22
6302000,363000,24
6303000,363000,18
6304000,363000,7
6305000,363000,4
6306000,363000,13
6307000,363000,3
6312000,363000,9
6317000,363000,12
6318000,363000,16
6319000,363000,38
6320000,363000,8
6321000,363000,6
6322000,363000,7
6328000,363000,3
6329000,363000,5
6333000,363000,3
6337000,363000,47
6338000,363000,48
6339000,363000,15
6340000,363000,6
6342000,363000,6
6343000,363000,13
6344000,363000,3
6345000,363000,9
6346000,363000,0
6347000,363000,3
6350000,363000,0
6351000,363000,3
6352000,363000,3
6355000,363000,0
6357000,363000,16
6358000,363000,81
6359000,363000,9
6360000,363000,14
6361000,363000,11
6362000,363000,44
6363000,363000,15
6364000,363000,28
6367000,363000,13
6368000,363000,11
6369000,363000,43
6370000,363000,32
6371000,363000,71
6372000,363000,46
6373000,363000,43
6374000,363000,91
6375000,363000,525
6376000,363000,112
6377000,363000,399
6378000,363000,89
6379000,363000,0
6384000,363000,37
6386000,363000,4
6387000,363000,3
6388000,363000,3
6391000,363000,3
6393000,363000,0
6394000,363000,3
6395000,363000,5
6396000,363000,108
6397000,363000,12
6398000,363000,6
6399000,363000,5
6400000,363000,0
6403000,363000,0
6404000,363000,20
6405000,363000,13
6411000,363000,0
6412000,363000,27
6414000,363000,8
6416000,363000,0
6418000,363000,41
6419000,363000,8
6420000,363000,20
6421000,363000,11
6422000,363000,23
6423000,363000,35
6424000,363000,27
6425000,363000,0
6426000,363000,33
6428000,363000,25
6429000,363000,27
6430000,363000,12
6431000,363000,13
6432000,363000,7
6433000,363000,13
6434000,363000,21
6437000,363000,0
6438000,363000,27
6439000,363000,5
6440000,363000,3
6443000,363000,13
6444000,363000,8
6445000,363000,6
6446000,363000,5
6450000,363000,45
6451000,363000,4
6452000,363000,4
6453000,363000,36
6454000,363000,8
6455000,363000,7
6456000,363000,28
6457000,363000,78
6458000,363000,3
6459000,363000,11
6460000,363000,8
6461000,363000,8
6462000,363000,13
6463000,363000,15
6464000,363000,14
6465000,363000,38
6466000,363000,37
6467000,363000,798
6468000,363000,499
6469000,363000,10
6470000,363000,7
6471000,363000,3
6472000,363000,13
6473000,363000,8
6474000,363000,3
6502000,363000,13
6503000,363000,14
6527000,363000,4
6532000,363000,3
6533000,363000,10
6534000,363000,14
6535000,363000,3
6537000,363000,6
6538000,363000,3
6539000,363000,10
6540000,363000,20
6541000,363000,5
6542000,363000,34
6543000,363000,5
6545000,363000,12
6546000,363000,19
6547000,363000,27
6548000,363000,41
6549000,363000,0
6550000,363000,3
6557000,363000,0
6558000,363000,3
6559000,363000,0
6562000,363000,3
6563000,363000,4
6564000,363000,7
6568000,363000,0
6569000,363000,7
6570000,363000,3
6571000,363000,9
6578000,363000,4
6579000,363000,8
6595000,363000,3
6600000,363000,7
6601000,363000,38
6602000,363000,46
6603000,363000,13
6604000,363000,20
6612000,363000,42
6613000,363000,8
6615000,363000,1079
6616000,363000,2040
6617000,363000,24
6618000,363000,21
6619000,363000,83
6620000,363000,33
6621000,363000,25
6622000,363000,8
6623000,363000,7
6627000,363000,13
6628000,363000,9
6630000,363000,12
6631000,363000,13
6632000,363000,13
6633000,363000,162
6634000,363000,38
6635000,363000,9
6636000,363000,5
6637000,363000,3
6642000,363000,0
6643000,363000,0
6651000,363000,0
6652000,363000,3
6660000,363000,3
6669000,363000,4
6731000,363000,0
6760000,363000,4
6761000,363000,0
6850000,363000,18
6878000,363000,6
6879000,363000,10
6881000,363000,3
6882000,363000,3
6937000,363000,36
6938000,363000,5
6140000,364000,134
6141000,364000,749
6142000,364000,1651
6143000,364000,1014
6145000,364000,3
6193000,364000,4207
6194000,364000,8343
6195000,364000,3829
6196000,364000,979
6197000,364000,29
6198000,364000,49
6199000,364000,64
6200000,364000,17
6201000,364000,7
6202000,364000,28
6203000,364000,122
6204000,364000,78
6205000,364000,6
6206000,364000,26
6207000,364000,40
6208000,364000,78
6209000,364000,20
6210000,364000,43
6211000,364000,829
6212000,364000,638
6213000,364000,27
6214000,364000,74
6215000,364000,9
6216000,364000,4
6217000,364000,11
6218000,364000,5
6219000,364000,15
6220000,364000,9
6221000,364000,19
6222000,364000,6
6223000,364000,441
6224000,364000,29
6225000,364000,48
6226000,364000,10
6227000,364000,6
6228000,364000,31
6229000,364000,18
6230000,364000,4
6231000,364000,9
6240000,364000,542
6241000,364000,270
6242000,364000,25
6243000,364000,93
6244000,364000,15
6245000,364000,20
6246000,364000,450
6247000,364000,487
6248000,364000,27
6249000,364000,16
6250000,364000,58
6251000,364000,26
6252000,364000,45
6253000,364000,17
6254000,364000,22
6255000,364000,4
6256000,364000,32
6257000,364000,13
6258000,364000,57
6280000,364000,805
6281000,364000,2234
6282000,364000,984
6284000,364000,20
6286000,364000,0
6287000,364000,52
6288000,364000,18
6290000,364000,7
6291000,364000,16
6292000,364000,13
6293000,364000,3
6294000,364000,3
6296000,364000,7
6298000,364000,25
6303000,364000,24
6304000,364000,9
